4.7262501717	-11.4013204575	-1.1384700537	1	-0.356781	0.934187	-0.001261
4.7121200562	-11.4062004089	-1.1381499767	1	-0.344659	0.938727	-0.001253
4.6112699509	-11.4392900467	-1.1381000280	1	-0.243373	0.969932	-0.001187
4.6072897911	-11.4405298233	-1.1383999586	1	-0.232258	0.972654	-0.001179
4.6045398712	-11.4411897659	-1.1381000280	1	-0.240583	0.970628	-0.001185
4.6024198532	-11.4421596527	-1.1381900311	1	-0.237800	0.971313	-0.001183
4.5959401131	-11.4433898926	-1.1379799843	1	-0.228974	0.973432	-0.001174
4.5672898293	-11.4488897324	-1.1378500462	1	-0.204554	0.978855	-0.001156
4.5067100525	-11.4528598785	-4.8091201782	1	-0.152980	0.988229	-0.001117
4.5797801018	-11.4409399033	-4.8087000847	1	-0.218041	0.975939	-0.001166
4.6047401428	-11.4358701706	-4.8086299896	1	-0.246171	0.969226	-0.001189
4.6070199013	-11.4355001450	-4.8083400726	1	-0.242814	0.970072	-0.001184
4.6127300262	-11.4337396622	-4.8085398674	1	-0.251790	0.967781	-0.001193
4.6895799637	-11.4063396454	-8.4727802277	1	-0.324419	0.945912	-0.001243
4.6629199982	-11.4156999588	-8.4724397659	1	-0.300017	0.953933	-0.001225
4.6331601143	-11.4252395630	-8.4726104736	1	-0.274561	0.961569	-0.001210
4.6194400787	-11.4292497635	-8.4722900391	1	-0.260274	0.965534	-0.001199
4.6136798859	-11.4305896759	-8.4720802307	1	-0.254023	0.967197	-0.001193
4.6101098061	-11.4315395355	-8.4724798203	1	-0.248977	0.968509	-0.001191
4.5252799988	-11.4479198456	-8.4720697403	1	-0.168243	0.985745	-0.001129
4.5078902245	-11.4509096146	-8.4726495743	1	-0.152980	0.988229	-0.001117
4.6048898697	-11.4282598495	-12.1392002106	1	-0.246171	0.969226	-0.001189
4.6060400009	-11.4279203415	-12.1396999359	1	-0.254023	0.967197	-0.001193
4.6118102074	-11.4268302917	-12.1395101547	1	-0.245605	0.969369	-0.001186
3.4035499096	-11.8531799316	-1.1371599436	1	-0.415362	0.909655	-0.001294
3.4027299881	-11.8538503647	-1.1374599934	1	-0.413217	0.910632	-0.001295
3.4192800522	-11.8461799622	-1.1374000311	1	-0.418483	0.908224	-0.001296
3.3057899475	-11.8898801804	-1.1363199949	1	-0.323658	0.946173	-0.001240
3.3570899963	-11.8659696579	-4.8021302223	1	-0.372926	0.927860	-0.001273
3.3900299072	-11.8531999588	-4.8022699356	1	-0.410095	0.912042	-0.001294
3.3926100731	-11.8517398834	-4.8023800850	1	-0.402911	0.915238	-0.001287
3.3943200111	-11.8512001038	-4.8023900986	1	-0.406019	0.913864	-0.001289
3.4144198895	-11.8413000107	-4.8027200699	1	-0.430994	0.902354	-0.001302
