11.9875402451	2.9426701069	-4.8437700272	0	-0.975327	-0.220763	0.001168
11.9828796387	2.9639999866	-4.8441901207	0	-0.971989	-0.235025	0.001181
11.9757900238	2.9879000187	-4.8438000679	0	-0.970628	-0.240583	0.001185
11.9721498489	3.0063700676	-4.8443098068	0	-0.967781	-0.251790	0.001193
11.9701204300	3.0143799782	-4.8443198204	0	-0.966294	-0.257439	0.001197
11.9676704407	3.0211699009	-4.8444199562	0	-0.966294	-0.257439	0.001197
11.9647502899	3.0310299397	-4.8446998596	0	-0.970628	-0.240583	0.001185
11.9592599869	3.0521299839	-4.8439202309	0	-0.965696	-0.259673	0.001197
11.9589004517	3.0542299747	-4.8441100121	0	-0.967781	-0.251790	0.001193
11.9539699554	3.0737199783	-4.8442201614	0	-0.967043	-0.254611	0.001195
11.9525804520	3.0806899071	-4.8442101479	0	-0.967043	-0.254611	0.001195
11.9495801926	3.0924499035	-4.8457098007	0	-0.967932	-0.251210	0.001191
11.9480199814	3.0979700089	-4.8464097977	0	-0.968509	-0.248977	0.001191
11.9452295303	3.1089699268	-4.8462100029	0	-0.967043	-0.254611	0.001195
11.9436197281	3.1126000881	-4.8464097977	0	-0.967043	-0.254611	0.001195
11.9410896301	3.1218400002	-4.8463201523	0	-0.965534	-0.260274	0.001199
11.9357500076	3.1434400082	-4.8457298279	0	-0.963981	-0.265967	0.001203
11.9348297119	3.1477499008	-4.8458299637	0	-0.963981	-0.265967	0.001203
11.9339103699	3.1512200832	-4.8456301689	0	-0.964763	-0.263117	0.001201
11.9321603775	3.1565999985	-4.8455200195	0	-0.967043	-0.254611	0.001195
11.9296998978	3.1637101173	-4.8452100754	0	-0.967781	-0.251790	0.001193
11.9233303070	3.1872999668	-4.8454298973	0	-0.963981	-0.265967	0.001203
11.9211902618	3.1963899136	-4.8455400467	0	-0.962384	-0.271689	0.001208
11.9195899963	3.2030899525	-4.8445301056	0	-0.963188	-0.268825	0.001205
11.9182701111	3.2087500095	-4.8448200226	0	-0.965534	-0.260274	0.001199
11.9153299332	3.2184801102	-4.8446297646	0	-0.963981	-0.265967	0.001203
11.9137296677	3.2240099907	-4.8447299004	0	-0.964763	-0.263117	0.001201
11.9082603455	3.2423799038	-4.8450398445	0	-0.962562	-0.271059	0.001205
11.9059600830	3.2522099018	-4.8448400497	0	-0.962384	-0.271689	0.001208
11.8986597061	3.2763800621	-4.8452601433	0	-0.957321	-0.289025	0.001220
11.7926998138	3.5122098923	-4.8442101479	0	-0.857729	-0.514100	0.001342
11.7875699997	3.5208001137	-4.8447899818	0	-0.857729	-0.514100	0.001342
11.7866401672	3.5221700668	-4.8447799683	0	-0.864020	-0.503455	0.001335
